menu_id,food_ingredient_id,amount_g,component_role,preparation_note,sort_order
batch-11-042,788,100.0,fruit,"",3
batch-11-043,22,110.0,staple,"",0
batch-11-043,377,95.0,protein,"",1
batch-11-043,532,220.0,vegetable,"",2
batch-11-043,788,100.0,fruit,"",3
batch-11-044,26,110.0,staple,"",0
batch-11-044,378,95.0,protein,"",1
batch-11-044,533,220.0,vegetable,"",2
batch-11-044,788,100.0,fruit,"",3
batch-11-045,22,110.0,staple,"",0
batch-11-045,383,95.0,protein,"",1
batch-11-045,534,220.0,vegetable,"",2
batch-11-045,788,100.0,fruit,"",3
batch-11-046,26,110.0,staple,"",0
batch-11-046,373,95.0,protein,"",1
batch-11-046,535,220.0,vegetable,"",2
batch-11-046,788,100.0,fruit,"",3
batch-11-047,22,110.0,staple,"",0
batch-11-047,1035,50.0,protein,"",1
batch-11-047,536,220.0,vegetable,"",2
batch-11-047,788,100.0,fruit,"",3
batch-11-048,26,110.0,staple,"",0
batch-11-048,846,65.0,protein,"",1
batch-11-048,537,220.0,vegetable,"",2
batch-11-048,788,100.0,fruit,"",3
batch-11-049,22,110.0,staple,"",0
batch-11-049,1032,85.0,protein,"",1
batch-11-049,539,220.0,vegetable,"",2
batch-11-049,788,100.0,fruit,"",3
batch-11-050,26,110.0,staple,"",0
batch-11-050,376,75.0,protein,"",1
batch-11-050,543,220.0,vegetable,"",2
batch-11-050,788,100.0,fruit,"",3
batch-11-051,22,110.0,staple,"",0
batch-11-051,370,75.0,protein,"",1
batch-11-051,531,220.0,vegetable,"",2
batch-11-051,788,100.0,fruit,"",3
batch-11-052,1145,100.0,beverage,"",0
batch-11-052,779,150.0,fruit,"",1
batch-11-053,1145,100.0,beverage,"",0
batch-11-053,788,150.0,fruit,"",1
batch-11-054,253,80.0,staple,"",0
batch-11-054,768,120.0,fruit,"",1
batch-11-055,251,80.0,staple,"",0
batch-11-055,770,120.0,fruit,"",1
batch-11-056,377,50.0,protein,"",0
batch-11-056,778,120.0,fruit,"",1
batch-11-057,378,60.0,protein,"",0
batch-11-057,781,100.0,fruit,"",1
batch-11-058,31,100.0,staple,"",0
batch-11-058,786,100.0,fruit,"",1
batch-11-059,243,80.0,staple,"",0
batch-11-059,779,150.0,fruit,"",1
batch-11-060,431,60.0,protein,"",0
batch-11-060,788,120.0,fruit,"",1
pilot-003,252,150.0,staple,"",0
pilot-003,1145,150.0,beverage,"",1
pilot-003,685,100.0,fruit,"",2
pilot-004,316,120.0,staple,"",0
pilot-004,377,80.0,protein,"",1
pilot-004,749,100.0,fruit,"",2
pilot-005,33,120.0,staple,"",0
pilot-005,431,80.0,protein,"",1
pilot-005,721,100.0,fruit,"",2
pilot-009,22,120.0,staple,"",0
pilot-009,867,80.0,protein,"",1
pilot-009,622,200.0,vegetable,"",2
pilot-009,749,100.0,fruit,"",3
pilot-010,26,120.0,staple,"",0
pilot-010,1021,90.0,protein,"",1
pilot-010,624,200.0,vegetable,"",2
pilot-010,685,100.0,fruit,"",3
pilot-012,26,120.0,staple,"",0
pilot-012,1036,90.0,protein,"",1
pilot-012,641,200.0,vegetable,"",2
pilot-012,721,100.0,fruit,"",3
pilot-015,22,120.0,staple,"",0
pilot-015,877,80.0,protein,"",1
pilot-015,629,200.0,vegetable,"",2
pilot-015,751,100.0,fruit,"",3
pilot-017,22,120.0,staple,"",0
pilot-017,1039,90.0,protein,"",1
pilot-017,635,200.0,vegetable,"",2
pilot-017,751,100.0,fruit,"",3
pilot-018,26,120.0,staple,"",0
pilot-018,1038,90.0,protein,"",1
pilot-018,641,200.0,vegetable,"",2
pilot-018,749,100.0,fruit,"",3
pilot-019,22,120.0,staple,"",0
pilot-019,1018,80.0,protein,"",1
pilot-019,622,200.0,vegetable,"",2
pilot-019,721,100.0,fruit,"",3
pilot-021,26,120.0,staple,"",0
pilot-021,431,80.0,protein,"",1
pilot-021,624,200.0,vegetable,"",2
pilot-021,713,100.0,fruit,"",3
pilot-022,22,120.0,staple,"",0
pilot-022,452,70.0,protein,"",1
pilot-022,622,200.0,vegetable,"",2
pilot-022,749,100.0,fruit,"",3
pilot-024,1097,65.0,complete_dish,"",0
pilot-024,749,100.0,fruit,"",1
pilot-025,31,100.0,staple,"",0
pilot-025,1145,100.0,beverage,"",1
pilot-025,685,100.0,fruit,"",2
