id,slug,name,description,meal_type,serving_size_g,serving_description,curation_status,is_pilot,nutrition_source,calculation_version,curation_notes,created_at,updated_at,curation_batch
batch-09-027,batch-09-nasi-merah-kacang-tolo-daun-kenikir-segar-dan-kemang,"Nasi Merah, Kacang Tolo, Daun Kenikir Segar, dan Kemang","Nasi Merah, Kacang Tolo, Daun Kenikir Segar, dan Kemang, komposisi unik Batch 9 dengan porsi berbasis TKPI.",lunch,520.0,"1 porsi (520 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.080Z,2026-07-28T13:44:23.210Z,9
batch-09-028,batch-09-nasi-kacang-gude-daun-kesum-segar-dan-kemang,"Nasi, Kacang Gude, Daun Kesum Segar, dan Kemang","Nasi, Kacang Gude, Daun Kesum Segar, dan Kemang, komposisi unik Batch 9 dengan porsi berbasis TKPI.",lunch,520.0,"1 porsi (520 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.080Z,2026-07-28T13:44:23.210Z,9
batch-09-029,batch-09-nasi-merah-mujahir-goreng-daun-kubis-segar-dan-kemang,"Nasi Merah, Mujahir Goreng, Daun Kubis Segar, dan Kemang","Nasi Merah, Mujahir Goreng, Daun Kubis Segar, dan Kemang, komposisi unik Batch 9 dengan porsi berbasis TKPI.",lunch,480.0,"1 porsi (480 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.080Z,2026-07-28T13:44:23.210Z,9
batch-09-030,batch-09-nasi-bebek-goreng-daun-labu-waluh-segar-dan-kemang,"Nasi, Bebek Goreng, Daun Labu Waluh Segar, dan Kemang","Nasi, Bebek Goreng, Daun Labu Waluh Segar, dan Kemang, komposisi unik Batch 9 dengan porsi berbasis TKPI.",lunch,490.0,"1 porsi (490 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.081Z,2026-07-28T13:44:23.210Z,9
batch-09-031,batch-09-nasi-merah-ikan-lais-daun-leilem-segar-dan-kemang,"Nasi Merah, Ikan Lais, Daun Leilem Segar, dan Kemang","Nasi Merah, Ikan Lais, Daun Leilem Segar, dan Kemang, komposisi unik Batch 9 dengan porsi berbasis TKPI.",lunch,510.0,"1 porsi (510 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.081Z,2026-07-28T13:44:23.210Z,9
batch-09-032,batch-09-nasi-kedelai-rebus-daun-lobak-segar-dan-kemang,"Nasi, Kedelai Rebus, Daun Lobak Segar, dan Kemang","Nasi, Kedelai Rebus, Daun Lobak Segar, dan Kemang, komposisi unik Batch 9 dengan porsi berbasis TKPI.",lunch,500.0,"1 porsi (500 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.081Z,2026-07-28T13:44:23.210Z,9
batch-09-033,batch-09-nasi-merah-kacang-belimbing-daun-lompong-talas-segar-dan-kemang,"Nasi Merah, Kacang Belimbing, Daun Lompong Talas Segar, dan Kemang","Nasi Merah, Kacang Belimbing, Daun Lompong Talas Segar, dan Kemang, komposisi unik Batch 9 dengan porsi berbasis TKPI.",lunch,500.0,"1 porsi (500 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.081Z,2026-07-28T13:44:23.210Z,9
batch-09-034,batch-09-nasi-merah-ayam-kalasan-daun-kemang-segar-dan-mangga-benggala,"Nasi Merah, Ayam Kalasan, Daun Kemang Segar, dan Mangga Benggala","Nasi Merah, Ayam Kalasan, Daun Kemang Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.081Z,2026-07-28T13:44:23.210Z,9
batch-09-035,batch-09-nasi-pepes-mujahir-daun-kenikir-segar-dan-mangga-benggala,"Nasi, Pepes Mujahir, Daun Kenikir Segar, dan Mangga Benggala","Nasi, Pepes Mujahir, Daun Kenikir Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.081Z,2026-07-28T13:44:23.210Z,9
batch-09-036,batch-09-nasi-merah-ikan-baung-daun-kesum-segar-dan-mangga-benggala,"Nasi Merah, Ikan Baung, Daun Kesum Segar, dan Mangga Benggala","Nasi Merah, Ikan Baung, Daun Kesum Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.081Z,2026-07-28T13:44:23.210Z,9
batch-09-037,batch-09-nasi-pepes-ikan-mas-daun-kubis-segar-dan-mangga-benggala,"Nasi, Pepes Ikan Mas, Daun Kubis Segar, dan Mangga Benggala","Nasi, Pepes Ikan Mas, Daun Kubis Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.081Z,2026-07-28T13:44:23.210Z,9
batch-09-038,batch-09-nasi-merah-ikan-papuyu-daun-labu-waluh-segar-dan-mangga-benggala,"Nasi Merah, Ikan Papuyu, Daun Labu Waluh Segar, dan Mangga Benggala","Nasi Merah, Ikan Papuyu, Daun Labu Waluh Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.081Z,2026-07-28T13:44:23.210Z,9
batch-09-039,batch-09-nasi-ikan-patin-daun-leilem-segar-dan-mangga-benggala,"Nasi, Ikan Patin, Daun Leilem Segar, dan Mangga Benggala","Nasi, Ikan Patin, Daun Leilem Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.081Z,2026-07-28T13:44:23.211Z,9
batch-09-040,batch-09-nasi-merah-cumi-daun-lobak-segar-dan-mangga-benggala,"Nasi Merah, Cumi, Daun Lobak Segar, dan Mangga Benggala","Nasi Merah, Cumi, Daun Lobak Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.081Z,2026-07-28T13:44:23.211Z,9
batch-09-041,batch-09-nasi-tahu-daun-lompong-talas-segar-dan-mangga-benggala,"Nasi, Tahu, Daun Lompong Talas Segar, dan Mangga Benggala","Nasi, Tahu, Daun Lompong Talas Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.082Z,2026-07-28T13:44:23.211Z,9
batch-09-042,batch-09-nasi-merah-tempe-daun-kecipir-segar-dan-mangga-benggala,"Nasi Merah, Tempe, Daun Kecipir Segar, dan Mangga Benggala","Nasi Merah, Tempe, Daun Kecipir Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,485.0,"1 porsi (485 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.082Z,2026-07-28T13:44:23.211Z,9
batch-09-043,batch-09-nasi-kacang-merah-daun-kemang-segar-dan-mangga-benggala,"Nasi, Kacang Merah, Daun Kemang Segar, dan Mangga Benggala","Nasi, Kacang Merah, Daun Kemang Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.082Z,2026-07-28T13:44:23.211Z,9
batch-09-044,batch-09-nasi-merah-kacang-merah-segar-daun-kenikir-segar-dan-mangga-benggala,"Nasi Merah, Kacang Merah Segar, Daun Kenikir Segar, dan Mangga Benggala","Nasi Merah, Kacang Merah Segar, Daun Kenikir Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.082Z,2026-07-28T13:44:23.211Z,9
batch-09-045,batch-09-nasi-kacang-tolo-daun-kesum-segar-dan-mangga-benggala,"Nasi, Kacang Tolo, Daun Kesum Segar, dan Mangga Benggala","Nasi, Kacang Tolo, Daun Kesum Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.082Z,2026-07-28T13:44:23.211Z,9
batch-09-046,batch-09-nasi-merah-kacang-gude-daun-kubis-segar-dan-mangga-benggala,"Nasi Merah, Kacang Gude, Daun Kubis Segar, dan Mangga Benggala","Nasi Merah, Kacang Gude, Daun Kubis Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,525.0,"1 porsi (525 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.082Z,2026-07-28T13:44:23.211Z,9
batch-09-047,batch-09-nasi-mujahir-goreng-daun-labu-waluh-segar-dan-mangga-benggala,"Nasi, Mujahir Goreng, Daun Labu Waluh Segar, dan Mangga Benggala","Nasi, Mujahir Goreng, Daun Labu Waluh Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,485.0,"1 porsi (485 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.082Z,2026-07-28T13:44:23.211Z,9
batch-09-048,batch-09-nasi-merah-bebek-goreng-daun-leilem-segar-dan-mangga-benggala,"Nasi Merah, Bebek Goreng, Daun Leilem Segar, dan Mangga Benggala","Nasi Merah, Bebek Goreng, Daun Leilem Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,495.0,"1 porsi (495 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.082Z,2026-07-28T13:44:23.211Z,9
batch-09-049,batch-09-nasi-ikan-lais-daun-lobak-segar-dan-mangga-benggala,"Nasi, Ikan Lais, Daun Lobak Segar, dan Mangga Benggala","Nasi, Ikan Lais, Daun Lobak Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,515.0,"1 porsi (515 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.082Z,2026-07-28T13:44:23.211Z,9
batch-09-050,batch-09-nasi-merah-kedelai-rebus-daun-lompong-talas-segar-dan-mangga-benggala,"Nasi Merah, Kedelai Rebus, Daun Lompong Talas Segar, dan Mangga Benggala","Nasi Merah, Kedelai Rebus, Daun Lompong Talas Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.082Z,2026-07-28T13:44:23.211Z,9
batch-09-051,batch-09-nasi-kacang-belimbing-daun-kecipir-segar-dan-mangga-benggala,"Nasi, Kacang Belimbing, Daun Kecipir Segar, dan Mangga Benggala","Nasi, Kacang Belimbing, Daun Kecipir Segar, dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",dinner,505.0,"1 porsi (505 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.083Z,2026-07-28T13:44:23.211Z,9
batch-09-052,batch-09-yoghurt-dan-kemang,"Yoghurt dan Kemang","Yoghurt dan Kemang, komposisi unik Batch 9 dengan porsi berbasis TKPI.",snack,250.0,"1 porsi (250 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.083Z,2026-07-28T13:44:23.211Z,9
batch-09-053,batch-09-yoghurt-dan-mangga-benggala,"Yoghurt dan Mangga Benggala","Yoghurt dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",snack,250.0,"1 porsi (250 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.083Z,2026-07-28T13:44:23.211Z,9
batch-09-054,batch-09-ubi-ungu-dan-mangga-manalagi,"Ubi Ungu dan Mangga Manalagi","Ubi Ungu dan Mangga Manalagi, komposisi unik Batch 9 dengan porsi berbasis TKPI.",snack,200.0,"1 porsi (200 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.083Z,2026-07-28T13:44:23.211Z,9
batch-09-055,batch-09-talas-bogor-dan-kokosan,"Talas Bogor dan Kokosan","Talas Bogor dan Kokosan, komposisi unik Batch 9 dengan porsi berbasis TKPI.",snack,180.0,"1 porsi (180 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.083Z,2026-07-28T13:44:23.211Z,9
batch-09-056,batch-09-kacang-merah-dan-mangga-gedung,"Kacang Merah dan Mangga Gedung","Kacang Merah dan Mangga Gedung, komposisi unik Batch 9 dengan porsi berbasis TKPI.",snack,170.0,"1 porsi (170 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.083Z,2026-07-28T13:44:23.211Z,9
batch-09-057,batch-09-kacang-merah-segar-dan-mangga-golek,"Kacang Merah Segar dan Mangga Golek","Kacang Merah Segar dan Mangga Golek, komposisi unik Batch 9 dengan porsi berbasis TKPI.",snack,160.0,"1 porsi (160 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.083Z,2026-07-28T13:44:23.211Z,9
batch-09-058,batch-09-jagung-rebus-dan-mangga-harumanis,"Jagung Rebus dan Mangga Harumanis","Jagung Rebus dan Mangga Harumanis, komposisi unik Batch 9 dengan porsi berbasis TKPI.",snack,200.0,"1 porsi (200 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.083Z,2026-07-28T13:44:23.211Z,9
batch-09-059,batch-09-ubi-kukus-dan-kemang,"Ubi Kukus dan Kemang","Ubi Kukus dan Kemang, komposisi unik Batch 9 dengan porsi berbasis TKPI.",snack,230.0,"1 porsi (230 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.083Z,2026-07-28T13:44:23.211Z,9
batch-09-060,batch-09-tahu-dan-mangga-benggala,"Tahu dan Mangga Benggala","Tahu dan Mangga Benggala, komposisi unik Batch 9 dengan porsi berbasis TKPI.",snack,180.0,"1 porsi (180 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 9. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:44:20.083Z,2026-07-28T13:44:23.211Z,9
batch-10-001,batch-10-talas-belitung-kacang-merah-dan-pisang-gapi,"Talas Belitung, Kacang Merah, dan Pisang Gapi","Talas Belitung, Kacang Merah, dan Pisang Gapi, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.861Z,2026-07-28T13:50:25.641Z,10
batch-10-002,batch-10-ubi-gadung-kacang-merah-segar-dan-pisang-ayam,"Ubi Gadung, Kacang Merah Segar, dan Pisang Ayam","Ubi Gadung, Kacang Merah Segar, dan Pisang Ayam, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.862Z,2026-07-28T13:50:25.641Z,10
batch-10-003,batch-10-suweg-kukus-kacang-tolo-dan-pisang-angleng,"Suweg Kukus, Kacang Tolo, dan Pisang Angleng","Suweg Kukus, Kacang Tolo, dan Pisang Angleng, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.862Z,2026-07-28T13:50:25.641Z,10
batch-10-004,batch-10-talas-bogor-tahu-dan-mangga-kopek,"Talas Bogor, Tahu, dan Mangga Kopek","Talas Bogor, Tahu, dan Mangga Kopek, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.862Z,2026-07-28T13:50:25.641Z,10
batch-10-005,batch-10-ubi-kuning-kacang-gude-dan-mangga-muda,"Ubi Kuning, Kacang Gude, dan Mangga Muda","Ubi Kuning, Kacang Gude, dan Mangga Muda, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.862Z,2026-07-28T13:50:25.641Z,10
batch-10-006,batch-10-ubi-ungu-yoghurt-dan-mangga-indramayu,"Ubi Ungu, Yoghurt, dan Mangga Indramayu","Ubi Ungu, Yoghurt, dan Mangga Indramayu, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,370.0,"1 porsi (370 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.863Z,2026-07-28T13:50:25.641Z,10
batch-10-007,batch-10-singkong-kukus-kacang-tolo-dan-matoa,"Singkong Kukus, Kacang Tolo, dan Matoa","Singkong Kukus, Kacang Tolo, dan Matoa, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.863Z,2026-07-28T13:50:25.642Z,10
batch-10-008,batch-10-jagung-rebus-kacang-merah-dan-pisang-gapi,"Jagung Rebus, Kacang Merah, dan Pisang Gapi","Jagung Rebus, Kacang Merah, dan Pisang Gapi, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,300.0,"1 porsi (300 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.863Z,2026-07-28T13:50:25.642Z,10
batch-10-009,batch-10-jagung-pipil-kacang-merah-segar-dan-pisang-ayam,"Jagung Pipil, Kacang Merah Segar, dan Pisang Ayam","Jagung Pipil, Kacang Merah Segar, dan Pisang Ayam, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,300.0,"1 porsi (300 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.863Z,2026-07-28T13:50:25.642Z,10
batch-10-010,batch-10-roti-susu-skim-dan-pisang-angleng,"Roti, Susu Skim, dan Pisang Angleng","Roti, Susu Skim, dan Pisang Angleng, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,360.0,"1 porsi (360 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.863Z,2026-07-28T13:50:25.642Z,10
batch-10-011,batch-10-ubi-kukus-kacang-gude-dan-mangga-kopek,"Ubi Kukus, Kacang Gude, dan Mangga Kopek","Ubi Kukus, Kacang Gude, dan Mangga Kopek, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.863Z,2026-07-28T13:50:25.642Z,10
batch-10-012,batch-10-ubi-rebus-tahu-dan-mangga-muda,"Ubi Rebus, Tahu, dan Mangga Muda","Ubi Rebus, Tahu, dan Mangga Muda, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,300.0,"1 porsi (300 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.863Z,2026-07-28T13:50:25.642Z,10
batch-10-013,batch-10-talas-belitung-yoghurt-dan-mangga-indramayu,"Talas Belitung, Yoghurt, dan Mangga Indramayu","Talas Belitung, Yoghurt, dan Mangga Indramayu, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,400.0,"1 porsi (400 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.864Z,2026-07-28T13:50:25.642Z,10
batch-10-014,batch-10-suweg-kukus-kacang-merah-dan-matoa,"Suweg Kukus, Kacang Merah, dan Matoa","Suweg Kukus, Kacang Merah, dan Matoa, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.864Z,2026-07-28T13:50:25.642Z,10
batch-10-015,batch-10-ubi-gadung-kacang-tolo-dan-pisang-gapi,"Ubi Gadung, Kacang Tolo, dan Pisang Gapi","Ubi Gadung, Kacang Tolo, dan Pisang Gapi, komposisi unik Batch 10 dengan porsi berbasis TKPI.",breakfast,330.0,"1 porsi (330 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.864Z,2026-07-28T13:50:25.642Z,10
batch-10-016,batch-10-nasi-ayam-kalasan-daun-pakis-longgiho-segar-dan-mangga-indramayu,"Nasi, Ayam Kalasan, Daun Pakis Longgiho Segar, dan Mangga Indramayu","Nasi, Ayam Kalasan, Daun Pakis Longgiho Segar, dan Mangga Indramayu, komposisi unik Batch 10 dengan porsi berbasis TKPI.",lunch,500.0,"1 porsi (500 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.864Z,2026-07-28T13:50:25.642Z,10
batch-10-017,batch-10-nasi-merah-pepes-mujahir-daun-pakis-wambateu-segar-dan-mangga-indramayu,"Nasi Merah, Pepes Mujahir, Daun Pakis Wambateu Segar, dan Mangga Indramayu","Nasi Merah, Pepes Mujahir, Daun Pakis Wambateu Segar, dan Mangga Indramayu, komposisi unik Batch 10 dengan porsi berbasis TKPI.",lunch,510.0,"1 porsi (510 g)",approved,0,"Tabel Komposisi Pangan Indonesia 2017",tkpi-weighted-v1,"Kandidat Batch 10. Makro, natrium, nama, dan komposisi diperiksa sebelum approval.",2026-07-28T13:50:20.864Z,2026-07-28T13:50:25.642Z,10
